parameter_value,goals_for,goals_against,shots_for,shots_against,possession_share,remaining_stamina,action_diversity,active_ratio,average_nearest_teammate_distance,crowded_player_ratio,average_team_width,average_distance_to_ball,takeaways,turnovers,completed_matches,evaluated_matches,average_runtime_seconds
50,0.6666666666666666,0.0,1.6666666666666667,0.0,0.6429360238401965,0.8162379780138237,31.333333333333332,0.5078562653854408,274.2627161373482,0.06312457279156719,1051.433218646852,565.9541827910832,10.333333333333334,10.0,0,3,3.247651599997577
650,2.0,0.0,2.6666666666666665,0.0,0.7056393464787722,0.7504280556429102,34.0,0.5657527718122937,283.77133916147363,0.06452972032670493,1039.8992079089137,589.1207361150557,12.666666666666666,12.333333333333334,0,3,3.0300057666706075
1250,3.3333333333333335,0.0,4.333333333333333,0.0,0.7359816176171997,0.7173705247292262,31.666666666666668,0.6136313787668779,279.2432349094335,0.07931752073575211,1059.311797536432,579.4510340635442,16.0,16.333333333333332,0,3,3.3082876666643037
